Salvador	3
Ivory Coast	3
Topolcany	3
Athens	3
Nagyatad	3
RAMALLAH	3
Hebron	3
North	3
Sierra	3
Nottingham	2
Golan	2
Tripoli	2
MANAMA	2
Sharjah	2
IRAQ	2
Ala	2
Oslo	2
YORK	2
Bergen	2
Liechtenstein	2
Faroe Islands	2
Uruguay	2
Stuttgart	2
Iceland	2
Va	2
Montserrat	2
DAKAR	2
MONROVIA	2
CONAKRY	2
Cape Town	2
Sierakowice	2
Srebrenica	2
Ljubljana	2
Pacific	2
Lima	2
Canberra	2
New Mexico	2
Mo	2
Cologne	2
Munich	2
Atlantic	2
Jammu	2
CALCUTTA	2
Nirmal Hriday	2
CANBERRA	2
Klongprem	2
KIEV	2
New Haven	2
Pretoria	2
Trinidad and Tobago	2
Kazakhstan	2
ANGOLA	2
LUANDA	2
OTTAWA	2
MIDEAST GULF	2
RED SEA	2
MED	2
BLACK SEA	2
Caribs	2
Liechenstein	2
ZAGREB	2
Krajina	2
Warsaw	2
CIS	2
Commonwealth of Independent States	2
Sirnak	2
Hakkari	2
Kathmandu	2
Guantanamo Bay	2
Ark	2
Little Rock	2
Mount Zion Missionary Baptist Church	2
North Korea	2
SOUTH AFRICA	2
TRIPOLI	2
HARARE	2
Kigali	2
Kivu	2
S. Africa	2
Kassala	2
Taipei University Hospital	2
TEHRAN	2
Shiraz	2
NICOSIA	2
Kentucky	2
Etruria	2
Bratislava	2
Malta Freeport	2
JYVASKLYA	2
SHEFFIELD	2
SUGO	2
Manchester	2
Antioquia	2
Anza	2
Medellin	2
Rangoon	2
Ben Gurion	2
Dahshour	2
Bahrain	2
Pakistani Kashmir	2
MUZAFFARABAD	2
Azad (free) Kashmir	2
Muzaffarabad	2
Garhi Habibullah	2
Hampshire	2
Cameroon	2
Tanzania	2
Mauritania	2
Rio	2
Flushing Meadows	2
Madagascar	2
Maputo	2
Guernsey	2
Russian Federation	2
Kragujevac	2
Col	2
U.K.	2
Dhahran	2
Pennsylvania	2
Fla.	2
Illinois	2
Antwerp	2
WINNIPEG	2
Fairmont	2
Charleston	2
M3	2
Twyford Down	2
Bordeaux	2
Griqualand West	2
HAARLEM	2
Mapourdit	2
West	2
Matagalpa	2
OR	2
PHILADELPHIA	2
Wisc.	2
MONTPELIER	2
Vt	2
Roxbury	2
Montpelier	2
Northfield Mountains	2
West Bengal	2
Pierina	2
Pa	2
Benelux	2
Osaka	2
TAIPEI	2
Old City	2
Saskatchewan	2
ALMERE	2
Chester-le-Street	2
St Louis	2
Montreal	2
Newark	2
Hollywood	2
Christchurch	2
Sierra Leone	2
ABIDJAN	2
Abidjan	2
Foindu	2
Monrovia	2
Republika Srbska	2
Salamanca	2
San Jose	2
High Plains	2
Shabwa	2
Rameswaram	2
Tamil Nadu	2
Alexandroupolis	2
Madrid	2
Colo.	2
Monaco	2
Stockholm	2
Bunol	2
Queensland	2
Glenwood	2
Phnom Penh	2
Basque Country	2
DOETINCHEM	2
Doetinchem	2
Manhattan	2
Chad	2
Skhirat	2
U.S. Gulf	2
Atlantic City	2
Pembroke Pines	2
Cherbourg	2
Vavuniya	2
Amsterdam-Rotterdam-Antwerp	2
Spitzbergen	2
South Island	2
SAN MARINO	2
San Marino	2
Taiwan Strait	1
CA	1
JP	1
FR	1
SWEDEN	1
LATTAKIA	1
Lattakia	1
Tartous	1
Golan Heights	1
Iranian Kurdistan	1
Qasri	1
Suleimaniya	1
Allenby Bridge	1
Erez	1
United Arab Emirates	1
Tatarstan	1
Umm Qasr	1
Mount Lebanon	1
MONTGOMERY	1
PHOENIX	1
BISTRITA	1
Longchamp	1
Newmarket	1
MANCHESTER UNITED	1
Bistrita	1
Chorzow	1
Siauliai	1
Vinnytsya	1
Torshavn	1
Edinburgh	1
Rishon-Lezion	1
GOTHENBURG	1
Gothenburg	1
Split	1
Columbia Presbyterian Hospital	1
Jacobs Field	1
Baku	1
Lausanne	1
BULGARIA	1
Rousse	1
Veliko Tarnovo	1
MINNETONKA	1
Minn	1
RICHMOND	1
Royal Free Hospital School of Medicine	1
University Hospital	1
Uppsala	1
Oxford	1
Indianapolis	1
Kaolack	1
Dakar	1
Tubmanburg	1
Badi-Tondon	1
Conakry	1
Robben Island	1
Sandusky	1
Vanderbijlpark	1
Minutka Square	1
GDANSK	1
Gdansk	1
Trepca	1
Aleksandrovac	1
Maribor	1
ALKHAN-YURT	1
Alkhan-Yurt	1
Gorgona	1
Narino	1
Buenaventura	1
LIMA	1
Alomella Robles	1
PARAMARIBO	1
Moengo	1
Paramaribo	1
French Guiana	1
Pattaya	1
NABLUS	1
al-Risala	1
ISTANBUL	1
LAS CRUCES	1
Las Cruces	1
Las Vegas	1
PONTIAC	1
Mich	1
Missouri	1
Pontiac Osteopathic Hospital	1
Lees Summit	1
Fairview	1
Fairview Town	1
TX	1
HAMBURG	1
Lincoln	1
Nebraska	1
Oran	1
Tegel	1
Tempelhof	1
Schoenefeld	1
Bremen	1
Dresden	1
Duessseldorf	1
Hannover	1
Koeln	1
Leipzig	1
Halle	1
Muenster	1
Osnabrueck	1
Nuremberg	1
Saarbruecken	1
SRINAGAR	1
Srinagar	1
Loretto Abbey	1
Tender Heart	1
Victoria	1
Tajikistan	1
Ukraina Palace	1
The	1
Nottingham Forest	1
Durban	1
Lisbon	1
Hengelo	1
Bermuda	1
Zabrze	1
CALGARY	1
Omaha	1
W.C. India	1
E.C.India	1
ASIA PACIFIC	1
Okinawa	1
Inchon	1
Constanza	1
Inia	1
Pembroke	1
WESTERN HEMISPHERE	1
St Croix	1
USAC	1
Red Sea	1
ASIA	1
PACIFIC	1
Ulsan	1
Yosu	1
TAIBE	1
Tel Aviv	1
Netanya	1
Republic of Ireland	1
Turin	1
Wembley	1
Heysel	1
Sokoto	1
Karin Gornji	1
GROZNY	1
Croatia-Yugoslavia	1
QUITO	1
Belem	1
Omari	1
Van	1
Diyarbakir	1
CHESAPEAKE	1
Camelot	1
Mass	1
Cambridge	1
Franklin Roosevelt	1
Lhasa	1
Chongqing	1
DOHUK	1
Dohuk	1
Glenview	1
Woodridge	1
Ill	1
Chihuahua	1
Empire State	1
Guantanamo Naval Base	1
Havana	1
Florida Straits	1
Wis	1
ANCHORAGE	1
Prince Rupert	1
Prince William Sound	1
LITTLE ROCK	1
Mississippi	1
St. Matthews Missionary Baptist Church	1
Turner	1
St. Matthew 's	1
Camden	1
SAN MATEO	1
Paramount	1
PAPENDRECHT	1
Sliema	1
Monterey	1
Papua New Guinea	1
Asia	1
Lisheen	1
County Tipperary	1
County Antrim	1
Jiangxi	1
Jyvaskyla	1
HEERENVEEN	1
Breda	1
Swerford	1
PEMBERTON	1
Utah	1
Maine	1
Pemberton	1
Vancouver	1
Ubimini	1
BLANTYRE	1
Victoria Falls	1
KIGALI	1
Goma	1
Highland	1
Inverness	1
KHARTOUM	1
Banat	1
Asmara	1
Adel	1
Kanie Karzhala	1
Arbil	1
Islamic Republic of Iran	1
Aqaba	1
Michigan	1
Lesser Antilles	1
ORVIETO	1
Sardinia	1
Padania	1
Umbria	1
VERONA	1
Verona	1
Adige	1
Ransart	1
Mont-sur-Marchienne	1
Bou Haroun	1
Steinberg	1
Ravi	1
Chenab	1
MOUNTAIN VIEW	1
Menlo Park	1
Calif	1
Silicon Valley	1
LANDSKRONA	1
HOLZGERLINGEN	1
SUZUKA	1
Netherland	1
SPA-FRANCOCHAMPS	1
TOGO	1
CONGO	1
LOME	1
ETHIOPIA	1
UGANDA	1
ADDIS ABABA	1
PORTO	1
Milan	1
NORWAY	1
Oerlikon	1
Eindhoven	1
Mohali	1
Chandigarh	1
Loftus Versfeld	1
MATUZICI	1
Matuzici	1
Inter-Entity Boundary Line	1
SHATOI	1
Shatoi	1
Chiapas	1
Tauranaga	1
MAE SOT	1
Mae Sot	1
Metropolitan Museum	1
Middle Kingdom	1
Mecca	1
Caesarea	1
NEUFCHATEAU	1
Liege	1
BREGANCON	1
Riviera	1
Kunar	1
Kabul-Salang	1
Central Asia	1
BATKIVSHCHYNA COLLECTIVE FARM	1
Western Ukraine	1
Mpumulanga	1
Creedmoor	1
N.C.	1
Tijuana	1
ST HELENS	1
Knowsley Road	1
LEEDS	1
Lord 's	1
COSTA RICA	1
CHILE	1
LIBERIA	1
SEYCHELLES	1
Windhoek	1
Lome	1
Nouakchott	1
Hospital No 31	1
HUNGARY	1
Curitiba	1
HONDURAS	1
CUBA	1
TEGUCIGALPA	1
Honduras	1
RABAT	1
Tuscany	1
Manhattan Beach	1
Paraguay	1
Flora	1
ROTTERDAM	1
BARCELONA	1
MOZAMBIQUE	1
MAPUTO	1
Nhamavila	1
KIRKLAND	1
Wash	1
Channel Islands	1
Jersey	1
Bosia-Hercegovina	1
Former Yugoslavia	1
North Caucasus	1
Montenegro	1
Middle	1
Far East	1
Black Sea	1
Central Clinical Hospital	1
Altamira	1
Aguas Zarcas de San Carlos	1
Costa Rica-Nicaragua	1
Santa Maria de Pocosol	1
Johns Hopkins Hospital	1
MARACAIBO	1
Lake Maracaibo	1
Preston	1
Bell St Station	1
AUCKLAND	1
North Shore	1
Oman	1
Jeddah	1
LARNACA	1
Salahuddin	1
Rawandouz	1
Dayana	1
AL-MUNTAR	1
Dead Sea	1
FORT LAUDERDALE	1
Haiti	1
Culpepper	1
St. Louis	1
South Dakota	1
DALLAS	1
Dallas	1
Puertollano	1
Amsterdam-Rotterdam	1
Rotterdam	1
Sprague	1
Manitoba	1
North Battleford	1
Sask	1
Grande Prairie	1
Alta	1
Peace River Valley	1
W. Va	1
Clarksburg	1
STATE OF OHIO	1
CHILLICOTHE	1
Huntington	1
FRANCE	1
Spa-Francorchamps	1
Manila	1
Beja	1
IN-NAZZJON	1
L-ORIZZONT	1
POLAND	1
CYPRUS	1
BELCHATOW	1
KIRKCALDY	1
GRIQUALAND WEST	1
KIMBERLEY	1
ESSEX	1
ROMANIA	1
Petrosan	1
WIMBLEDON	1
FINLAND	1
CZECH REPUBLIC	1
Gouda	1
ELIZABETH	1
Elland Road	1
Riel	1
Rumbek	1
Arabised north	1
LJUBLJANA	1
Wiltshire	1
Durres	1
Perm	1
Managua	1
Liaoning	1
Tianjin	1
New Territories	1
Jiangsu	1
Somalia	1
DODGE CITY	1
North Dakota	1
Duluth	1
NORTH DAKOTA	1
Hunter	1
Red River	1
Spring	1
Billings	1
Havre	1
Rudyard	1
Wolf Point	1
Pendleton	1
Coolee City	1
Waterville	1
Wenatchee	1
Birmingham Public Park	1
Birmingham Public Park & Rec	1
AL	1
OH	1
South Miami Hospital	1
Puerto Rico	1
St. Christopher Children 's Hospital	1
Philadelphia	1
St. Albans	1
Washington, D.C.	1
Vermont Central Hospital	1
Springfield	1
Eurotunnel	1
Trincomalee	1
Chavakachcheri	1
Jaffna	1
Woodlands Nursing Home	1
Calcutta hospital	1
Mother House	1
Mongolia	1
KABUL	1
Bagram	1
Jalalabad	1
INDORE	1
Dewas	1
Black	1
Mandsaur	1
Neemuch	1
Mhow	1
Ratlam	1
Ashta	1
Indore	1
Dhar	1
Ujjain	1
Jaora	1
Barnagar	1
Khandwa	1
Ashoknagar	1
Nalkhera	1
BANGLADESH	1
Helsinki	1
ALLENTOWN	1
HANOVER	1
Erzincan	1
Sivas	1
Essex	1
PERTH	1
Perth	1
Tauranga	1
Nuku'alofa	1
LINZ	1
Steyr	1
ROVERETO	1
germany	1
Collingtree Park	1
Keirin	1
Madison	1
Kishinev	1
Pontefract	1
Mister Baileys	1
Southampton	1
Pittsburgh	1
Kwazulu-Natal	1
RUSSIA	1
Volendam	1
Community of Madrid	1
Calderon	1
Santiago Bernabeu	1
Parc des Princes	1
Panama	1
Bailundo	1
FORT WORTH	1
Morinville	1
Trax	1
HARLEYSVILLE	1
Florentine Guelfs	1
Monte Aperto	1
El Pueblo de Nuestra Senora La Reina de Los Angeles	1
The Town of Our Lady the Queen of the Angels	1
Skeleton Canyon	1
Arizona	1
Forth Road Bridge	1
East Germany	1
Great Hall of the People	1
Hamilton	1
Dunedin	1
African Football Confederation	1
Bangui	1
VANCOUVER	1
FREETOWN	1
Mano Junction	1
Tongo Field	1
Freetown	1
LUSAKA	1
Wroclaw	1
Southeastern Bulgaria	1
NAGYATAD	1
Bosnian-Croat Federation	1
Bosnia-Hercegovina	1
Moslem-Croat Federation	1
Quepos	1
Juan Santamaria	1
Sen	1
Near East	1
VENTURA	1
Johnson Cty	1
Kan	1
KS	1
Texas Panhandle	1
JACKSONVILLE	1
South Yemen	1
North Yemen	1
BERNE	1
Freiburg	1
Balochistan	1
Quetta	1
Partition	1
Gujarat	1
RAMESWARAM	1
Palk Strait	1
Pesalai	1
DRESDEN	1
ALEXANDROUPOLIS	1
Alicante	1
Bilbao	1
Seville	1
Valencia	1
Kiryat Sefer	1
Bethlehem	1
Al-Aqsa	1
U.S. Middle East	1
DIYARBAKIR	1
Tunceli	1
St Ansgar	1
Avalon Borough	1
Seaford Union	1
N.Y.	1
CO	1
MINNEAPOLIS	1
NUREMBERG	1
Potsdam	1
Cap de Villefranche	1
Monte Carlo	1
Saxony	1
BUNOL	1
Boo-nee-OL	1
GREECE	1
Telfer	1
Boddington	1
Brisbane	1
Tasmania	1
Port Arthur	1
Pudong New Area	1
South America	1
Son Sen	1
PHNOM PENH	1
Stung Treng	1
Born	1
Anhui	1
Hawaii	1
GAZA	1
COPENHAGEN	1
Copenhagen	1
Zevenaar	1
Venray	1
Edgbaston	1
Birmingham	1
Tunbridge Wells	1
Hove	1
Chesterfield	1
Bristol	1
Harare	1
MILWAUKEE	1
Kingdome	1
NICE	1
French Riviera	1
BRITAIN	1
Thessaloniki	1
Surrey	1
KINSHASA	1
Kinshasa	1
South Kivu	1
Maniema	1
Shaba	1
Bandundu	1
N'DJAMENA	1
SKOPJE	1
Berovo	1
Republika Srpska	1
Zagreb	1
Banja Luka	1
Donje Ljupce	1
Podujevo	1
Celopek	1
Victor Babes	1
Cartagena	1
Oaxaca	1
CHILPANCINGO	1
Acatepec	1
Para	1
Ramle	1
SKHIRAT	1
Rabat	1
Santa Barbara	1
Pacific Northwest	1
North America	1
DES MOINES	1
New England	1
Mountain	1
West South Central	1
East North Central	1
ATLANTIC CITY	1
CHARLESTON	1
S.C.	1
Sullivan 's Island	1
Fort Lauderdale	1
IL	1
IA	1
Indre	1
Hub	1
Gadoon	1
Tando Allahyar	1
Hyderabad	1
Gujar Khan	1
SALANG	1
Halo Trust	1
Andhra Pradesh	1
Madhumalla	1
Kudapokuna	1
Welikanda	1
Sabourin	1
Boulder	1
IRVINE	1
West Azerbaijan	1
Mideast Gulf	1
Middle East Gulf	1
Korea	1
Dubai	1
Islamic Museum	1
ATLANTIC HIGHLANDS	1
Island Beach State Park	1
Petersburg	1
Michigan City	1
AJACCIO	1
Place Beauvau	1
STOCKHOLM	1
Gorleben	1
CATANIA	1
Sicily	1
LIMERICK	1
Limerick	1
GENOA	1
Longyearbyen	1
Opera	1
Barentsburg	1
Turnhout	1
Jumet	1
Nahar	1
Leveilly	1
Tampere	1
INGOLSTADT	1
Waiau	1
Nelson	1
Hanmer	1
Antara	1
Haneda	1
Itami	1
SCOTLAND	1
AMSTETTEN	1
WALES	1
BARRY	1
ABDERDEEN	1
IMOLA	1
Swe	1
