West McLaren	1
F1 GTR	1
Muller McLaren F1 GTR	1
Gulf McLaren F!	1
GTR	1
Ennea Ferrari F40	1
GT2 Roock Porsche 911	1
GT2 Konrad Porsche 911	1
GT2	1
Marcos LM600 162	1
Rally	1
JAPANESE	1
AFRICA NATIONS CUP	1
RUSSIAN	1
AUSTRALIAN RULES-AFL	1
AUSTRALIAN	1
Malaysian Open	1
NL Central division	1
Supercup	1
Montenegrin	1
ITALIAN SUPERCUP	1
SuperCup	1
EUROPEAN TOUR	1
European Tour	1
Leeds Classic	1
1990 World Cup	1
1992 European championship	1
Sahara Cup	1
New Zealander	1
league-Australian	1
Moslem-led	1
Western-organised	1
anti-Rangoon	1
Karen	1
Egyptians	1
Canopic	1
12th Dynasty	1
BC	1
World War II	1
Indian-ruled	1
North Afghan	1
pre-Soviet	1
San Diego-based	1
NASDAQ Index	1
S&P Index	1
NASDAQ	1
Challenge Cup	1
Super League	1
1,000	1
Lakes Rally	1
LAKES	1
1000 Lakes Rally	1
Finn	1
Welsh	1
Mauritian	1
Seychellois	1
UKRAINIAN	1
Atlanta Olympics	1
Russian National Olympic Committee	1
Olympic Committee	1
SLOVAK	1
MEXICAN	1
Brazilian Football Confederation	1
CBF	1
Argentine Apertura	1
Apertura	1
MOROCCAN	1
New Yorker	1
Grandstand	1
National League West	1
National League Central	1
All-Star	1
MRI	1
SUPERCUP	1
Spanish Supercup	1
SCOREBOARD-AUSTRALIA	1
Singer World	1
Series	1
Mozambican	1
Trident Seven	1
British-ruled	1
New Year 's Day	1
Nicola	1
Bedouin Palestinian	1
Bedouin	1
Bedouins	1
Bedouin Palestinians	1
COMEX	1
pro-Israel	1
Clean Air Act	1
Rep.	1
Brady Bill	1
Democratic National Convention	1
Republican-led	1
Republican-written	1
Agent Orange	1
Vietnam War	1
Republican-initiated	1
KSE-100	1
NYC Time	1
Ffr	1
BRIGHT-BELGIANS	1
Formula One Grand Prix	1
International Fair	1
Christian Maronite	1
Syrian-Lebanese	1
Maltese	1
Swiss-based	1
FTSE	1
IBIS	1
EMU	1
Jordanians	1
First Battle of the Newbury bypass	1
London Carnival	1
Notting Hill Carnival	1
European PGA Tour	1
TOUR	1
National League Central Division	1
AL	1
East	1
Tour of Switzerland	1
Giro d'Italia	1
French-registered	1
Budapest-based	1
S. African	1
Islam	1
Kenyan	1
Christian	1
Tikhomirov-Maskhadov	1
Adriatic	1
Urals	1
Biblical	1
Tiantan	1
China-bound	1
Iraq-U.N.	1
Rocky	1
Rambo	1
Copland	1
Puerto Rican	1
The Vermonter	1
Paralympics	1
France-Juppe	1
Paralympic Games	1
SBF-120	1
Opthalmic	1
Afghans	1
Maoists	1
Yellow Black	1
Bombay	1
Bedi Bunder	1
Bengali	1
HELIBOR	1
Vancouver-based	1
Cyprus-based	1
Zionists	1
Democratic National convention	1
Remington	1
AK47	1
Uzi	1
Indian Ringneck Parrots	1
Western Australian	1
South Korean-related	1
Korean	1
disarmament-China	1
West	1
PLO-Israel	1
ROVERETO INTERNATIONAL	1
Tour de France	1
COUNTY CHAMPIONSHIP	1
Doncaster Cup	1
2,000 Guineas	1
NL East	1
TriNations	1
Englishman	1
HONG OPEN	1
ISRAELI	1
Hamlet Cup	1
Graf-like	1
Most Valuable Player	1
Uruguayan	1
BUNDESLIGA	1
Rhineside	1
Parisians	1
Games	1
Singer	1
Nobel Peace	1
TURKISH	1
Turkish Cypriot	1
Trax et al Morinville 10-23	1
Cometra et al Morinville 11-13	1
Trax et al Morinville 2-25	1
Nordegg	1
Apache et al Saunders 14-28	1
Butte	1
Garrington 4-8	1
Orphan Drug law	1
Ophran Drug Act	1
Dated Brent	1
Ghibellines	1
Rene	1
Memoires d'Outre Tombe	1
Second Empire	1
Franco-Prussian	1
Red Indian	1
La Creation du Monde	1
Madame Bovary	1
Nobel Prize	1
Peer Gynt Suite	1
Crossfire	1
Farewell My lovely	1
Boy Scout Rally	1
World Wars One	1
Two	1
Olympiad	1
Small is Beautiful	1
Communist	1
Fourth World Conference on Women	1
union-England	1
African Cup	1
Burundi-Central Africa	1
21st African Cup of Nations	1
African Champions Cup	1
Sierra Leonean	1
Liberian	1
Miss Poland	1
U.S.-based	1
Bulgarians	1
Soviet-style	1
Bosnian Moslems	1
Bosnian Croat	1
Baltic	1
Soviet-era	1
Nicaraguans	1
Iraqi Kurd	1
PUK-KDP	1
Operation Provide Comfort	1
California Proposition 215	1
BALANCE-Water Dist 1	1
WATER DISTRICT 1	1
Dust Bowl	1
Oklahoma Climatological Survey	1
Dolly	1
Middle East Economic Survey	1
MEES	1
Shabwa Block No.	1
S-1	1
Yemeni	1
Amoco-Yemen	1
International Petroleum Encyclopedia	1
Tanzanian	1
Tutsi-run	1
Euro Swiss	1
Anti-Bhutto	1
Urdu-speaking Moslems	1
LIBOR	1
Tamil-speaking	1
VW Passat	1
non-EU	1
Communist-led	1
Christians	1
Reform ticket-CNN	1
Name	1
Bavarian	1
Nuremberg-based	1
World Congress against Sexual Exploitation of Children	1
Xingfu	1
Cambodian	1
French-educated	1
Russian-made	1
MI-17	1
LDP-dominated	1
Cultural Revolution	1
Ren A Ren	1
People, People	1
Beijing-funded	1
Gaza-based	1
New York-based	1
European Third Countries	1
New Independent States	1
NIS	1
Ecu	1
BSE-infected	1
Englishmen	1
Doetinchem-Doetinchem	1
England-based	1
Castle Cup of Africa	1
African Nations ' Cup	1
Hong Kong Open	1
Yankee	1
New Yorkers	1
National League Eastern Division	1
ROMANIA-HUNGARY	1
EMBASSY	1
LABOUR DAY	1
EUROMARK	1
AK-47	1
Macedonian	1
IMF-hosted	1
Venezuelan Agenda	1
IMF-sponsored	1
Honduran	1
Jerry Lewis Labour Day	1
Football Hall of Fame	1
MS-NBC News	1
CHICAGO AREA MILLS	1
Area Electricity Boards	1
Atlanta-based	1
non-Medicare	1
Canadians	1
Palestinian-ruled	1
pan-Turkism	1
Old Testament	1
Republican National Convention	1
GOP	1
African American	1
Southern	1
Civil War	1
Mediterranean	1
Sicilian	1
Italians	1
HIV-pensioner	1
HIV	1
Arctic	1
Tupolev 154	1
INTERVIEW-T&N	1
SIMEX Nikkei	1
Simex Nikkei	1
East Java	1
Indonesias	1
Beijing-backed	1
**General Consumer Price Index	1
Producer Prices Index	1
Industrial Production Index	1
British Jewish	1
Palestinian Islamist	1
No 1676/96	1
Regulation	1
No 2454/93	1
Council Regulation	1
No 2913/92	1
Community Customs Code	1
post-Second World War	1
Bentsen-era	1
Scottish League Cup	1
